id_persona,sexoact,fnacact,edadact,redadact,estcivil,dpto,aportante,tipo_cargo,remuneracion,aporte_armador,aporte_trabajador,aporte_total,primer_periodo,ultimo_periodo,nro_semanas,montos_aportes
529956830107,1,20/09/1961,61,5,1,2,1,6,3256.26,,260.5,260.5,201406,202306,513,69733.32000000002
530043760173,1,28/03/1994,29,2,1,2,0,,,,,,202207,202209,3,964.01
530048930140,1,15/08/1979,43,3,,12,0,6,4195.62,209.78,335.65,545.42999,202006,202212,26,2769.54
530060290122,1,22/03/1974,49,4,2,10,1,,,,,,201404,202306,467,59531.44
530072690122,1,26/09/1972,50,4,2,10,1,,362.44,,82,82,201511,202306,415,45098.46
530095450122,1,10/09/1974,48,4,1,10,1,,313.02,,82,82,201404,202306,564,48786.89
530164010140,1,29/06/1968,55,5,1,19,1,5,1850.19,,148.02,148.02,202005,202306,368,15312.79
530284290180,1,05/01/1975,48,4,,14,0,,,,,,201606,201609,32,110.5
530315350122,1,27/10/1972,50,4,,10,0,,,,,,202104,202304,8,3086.45
530510460122,1,25/09/1976,46,4,,10,0,,,,,,201606,201702,4,668.87
531083080129,1,19/09/1960,62,5,1,4,1,6,708.6,,82,82,201405,202306,781,83915.04000000002
531281070141,1,11/03/1981,42,3,1,19,0,,,,,,201404,202303,19,1252.89
531477930171,1,07/01/2000,23,1,1,2,1,,1025,,82,82,202005,202306,75,22536.01
533158750141,1,26/10/1981,41,3,1,13,0,6,1826,91.3,146.08,237.38,201611,202011,47,3530.75
533241110180,1,16/02/1979,44,3,1,2,0,6,2642.83,,211.43,211.42999,201405,202302,125,28878.49000000001
533446780180,1,24/07/1979,43,3,2,2,0,6,4203.93,210.2,336.31,546.51001,201407,201511,210,7191.74
533664910146,1,10/02/1985,38,3,1,14,1,,,,,,201404,202306,162,27310.21
533715690143,1,30/09/1984,38,3,1,2,0,,653.48,46.5,74.40000000000001,120.9,201906,202108,37,12847.05
533717790180,1,17/12/1978,44,3,1,2,1,6,93.66,,82,82,201506,202306,158,18194.45
533881320180,1,21/05/1979,44,3,1,2,0,,,,,,201805,201907,11,396.01
533952250141,1,17/02/1981,42,3,,13,0,,,,,,201405,201504,7,187.8
534102600140,1,16/08/1979,43,3,1,14,0,,,,,,201403,201703,151,5993.589999999999
534668490110,1,27/07/1975,47,4,,23,0,4,850,42.5,68,110.5,201504,201607,24,1208.87
534785340145,1,21/09/1988,34,2,1,24,1,6,807.15,,82,82,201407,202306,280,41250.6
534928360142,1,27/07/1980,42,3,1,2,0,,187.79,37.5,60,97.5,201405,201408,15,466.08
534993540142,1,02/09/1980,42,3,1,14,0,,571.11,46.5,74.40000000000001,120.9,201403,202105,226,20881.22
535214430147,1,28/02/1992,31,2,1,2,1,6,685.75,,82,82,201405,202306,81,19684.39
535341850180,1,25/12/1971,51,4,,13,0,6,1800,90,144,234,201607,201806,28,2520.53
535558520110,1,23/08/1974,48,4,2,14,1,6,523.62,,82,82,201406,202306,436,52051.96000000001
535955150143,1,09/07/1983,39,3,1,2,1,,,,,,201504,202306,126,45824.43
536014610146,1,26/04/1987,36,3,1,2,0,6,1375.89,68.79000000000001,110.07,178.86,201406,201701,39,3285.73
536107240141,1,20/06/1982,41,3,1,2,0,6,5355.12,267.76,428.41,696.16998,201707,202107,12,2543.62
536325920142,1,06/04/1984,39,3,1,14,0,,,,,,201612,202302,43,5487.13
536660320141,1,11/07/1977,45,4,1,19,0,,,,,,201405,202305,257,32920.46999999999
536790780170,1,03/06/1990,33,2,1,2,0,,,,,,201403,201601,2,586.96
537013700110,1,15/06/1973,50,4,1,2,0,,,,,,201405,202001,69,1436.86
537223060141,1,29/08/1979,43,3,1,2,1,6,77.92,,82,82,201402,202306,293,35811.76
538674110110,1,03/04/1974,49,4,1,14,0,,,,,,201504,201506,28,198.36
